,id,password,last_login,is_superuser,username,email,is_staff,is_active,date_joined,user_type,first_name,last_name,nick_name,mobile,school,encrypted_id,school_code,best_booth,room_no
0,801,lifegame,,False,801,,False,True,2024-02-03 16:12:49.743796+00:00,insturctor,first_name,last_name,nick_name,,,aHbyxzYSy4Jhkd6UKDh4i8I2OLGwU7fW,,,
1,802,lifegame,,False,802,,False,True,2024-02-03 16:12:50.277055+00:00,insturctor,first_name,last_name,nick_name,,,PdvZUBiCMSilaAHy2quEXtyoGYVCKlvo,,,
2,803,lifegame,,False,803,,False,True,2024-02-03 16:12:50.804957+00:00,insturctor,first_name,last_name,nick_name,,,dRLNHPMhDLAbVxpEXJmkGeV6X1ixrYE7,,,
3,804,lifegame,,False,804,,False,True,2024-02-03 16:12:51.336780+00:00,insturctor,first_name,last_name,nick_name,,,pWBwcRfmNZnyIn9IeKYZs9wUaIVWce3D,,,
4,805,lifegame,,False,805,,False,True,2024-02-03 16:12:51.877204+00:00,insturctor,first_name,last_name,nick_name,,,dF18diuTbw8FsWuEY1imEZIqpeA39BsK,,,
5,806,lifegame,,False,806,,False,True,2024-02-03 16:12:52.409713+00:00,insturctor,first_name,last_name,nick_name,,,2lY9R7xCkQJ4jiBtQdXacwNr0EhZVXor,,,
6,807,lifegame,,False,807,,False,True,2024-02-03 16:12:52.941896+00:00,insturctor,first_name,last_name,nick_name,,,6HPTCMs80etcAp67PBnaaNoCPUxbFbGv,,,
7,808,lifegame,,False,808,,False,True,2024-02-03 16:12:53.478666+00:00,insturctor,first_name,last_name,nick_name,,,xOTVvOYThMchnZBVJX7mMV98VcThUYX7,,,
8,809,lifegame,,False,809,,False,True,2024-02-03 16:12:54.008987+00:00,insturctor,first_name,last_name,nick_name,,,TF2ZxrHqORpHwdaeJ3oem1iS8IRAdUKd,,,
9,810,lifegame,,False,810,,False,True,2024-02-03 16:12:54.542745+00:00,insturctor,first_name,last_name,nick_name,,,X8FxTGmlaIoqDG0ThYeT4OhGJS04pAXj,,,
10,811,lifegame,,False,811,,False,True,2024-02-03 16:12:55.072283+00:00,insturctor,first_name,last_name,nick_name,,,ll3QxCL39mXxyTnBuiEa4RYlXZhrxIPm,,,
11,812,lifegame,,False,812,,False,True,2024-02-03 16:12:55.610621+00:00,insturctor,first_name,last_name,nick_name,,,lGKo1aRVYLgEFOkjYFAp6N8sKCxehTtA,,,
12,813,lifegame,,False,813,,False,True,2024-02-03 16:12:56.139219+00:00,insturctor,first_name,last_name,nick_name,,,9kVsIkO57GmmJMkTi804GZzYMc3Z3ldQ,,,
13,814,lifegame,,False,814,,False,True,2024-02-03 16:12:56.670237+00:00,insturctor,first_name,last_name,nick_name,,,VFIiqnRJWOi3EGpxLWyMT8XPRXcm1kmQ,,,
14,815,lifegame,,False,815,,False,True,2024-02-03 16:12:57.202770+00:00,insturctor,first_name,last_name,nick_name,,,yWPFkn9t21X8iwv5TXln00tGZVwQPTlw,,,
15,816,lifegame,,False,816,,False,True,2024-02-03 16:12:57.733571+00:00,insturctor,first_name,last_name,nick_name,,,3sgdI1wtO0VY89R7G5uLX66ExROmSy4G,,,
16,817,lifegame,,False,817,,False,True,2024-02-03 16:12:58.266617+00:00,insturctor,first_name,last_name,nick_name,,,KHuBWzSKHfXUz194itaebOPLuK9zIx7n,,,
17,818,lifegame,,False,818,,False,True,2024-02-03 16:12:58.798298+00:00,insturctor,first_name,last_name,nick_name,,,VqBMxzOmjqFMhyOFOB00LOm3xQTtG4yN,,,
18,819,lifegame,,False,819,,False,True,2024-02-03 16:12:59.327876+00:00,insturctor,first_name,last_name,nick_name,,,qJxHSsF18BUz0kUYeGi1tPxXPmPd5T8d,,,
19,820,lifegame,,False,820,,False,True,2024-02-03 16:12:59.857544+00:00,insturctor,first_name,last_name,nick_name,,,jX1sXHaKUYtz7YGxUb2goUxtuUSfYUkR,,,
20,821,lifegame,,False,821,,False,True,2024-02-03 16:13:00.387443+00:00,insturctor,first_name,last_name,nick_name,,,3npUd3xkz89H4MukDe3f2ZwuCKrii9QQ,,,
21,822,lifegame,,False,822,,False,True,2024-02-03 16:13:00.931561+00:00,insturctor,first_name,last_name,nick_name,,,pnxBknC8aQvqZKpC4rhoLDwTHDK4DrI5,,,
22,823,lifegame,,False,823,,False,True,2024-02-03 16:13:01.463137+00:00,insturctor,first_name,last_name,nick_name,,,JvRiv7GjvoGmHIehhf8IesBU7Da6MG8y,,,
23,824,lifegame,,False,824,,False,True,2024-02-03 16:13:01.999859+00:00,insturctor,first_name,last_name,nick_name,,,5mLOZGlhiRZfnTLoiAzQwPo7p0Cp1LD5,,,
24,825,lifegame,,False,825,,False,True,2024-02-03 16:13:02.531239+00:00,insturctor,first_name,last_name,nick_name,,,Jgj0GVfaDOUWdSMbUdIEjaofiudRASAR,,,
25,826,lifegame,,False,826,,False,True,2024-02-03 16:13:03.059824+00:00,insturctor,first_name,last_name,nick_name,,,bq5Oa2RR7zhMh984HE7FxItn9ksncaRu,,,
26,827,lifegame,,False,827,,False,True,2024-02-03 16:13:03.589050+00:00,insturctor,first_name,last_name,nick_name,,,ulM17FaHLWr95GCIMczRLuxmj1ggi0Se,,,
27,828,lifegame,,False,828,,False,True,2024-02-03 16:13:04.121427+00:00,insturctor,first_name,last_name,nick_name,,,LTPMPXcF8p752AKsnpedYpbBZG0twGgp,,,
28,829,lifegame,,False,829,,False,True,2024-02-03 16:13:04.655927+00:00,insturctor,first_name,last_name,nick_name,,,5MRBsd5xy1aK3cFQtjGdweFdjiLSIVIZ,,,
29,830,lifegame,,False,830,,False,True,2024-02-03 16:13:05.184494+00:00,insturctor,first_name,last_name,nick_name,,,0B8UC251plJBfZzymMytcnmAyJZZvRzK,,,
30,831,lifegame,,False,831,,False,True,2024-02-03 16:13:05.717704+00:00,insturctor,first_name,last_name,nick_name,,,3HDatDyvj5Rmc4rYpmW3tr4PjJy9Y53Z,,,
31,832,lifegame,,False,832,,False,True,2024-02-03 16:13:06.248357+00:00,insturctor,first_name,last_name,nick_name,,,iMWmzMgJ0TcGXqxYldhaah0o3Zpizd25,,,
32,833,lifegame,,False,833,,False,True,2024-02-03 16:13:06.779724+00:00,insturctor,first_name,last_name,nick_name,,,r8QzQcvjPIaK53sTVvidrbNXYhTxtEi9,,,
33,834,lifegame,,False,834,,False,True,2024-02-03 16:13:07.309763+00:00,insturctor,first_name,last_name,nick_name,,,HRLIqvgHmC1EsBofxgw5Oyxqpy2cc5L7,,,
34,835,lifegame,,False,835,,False,True,2024-02-03 16:13:07.840165+00:00,insturctor,first_name,last_name,nick_name,,,mDjU4wTV3ITltVciveKTd4qPCJb8dsYT,,,
35,836,lifegame,,False,836,,False,True,2024-02-03 16:13:08.374446+00:00,insturctor,first_name,last_name,nick_name,,,P1G7strggYv7f78Ku9AjvootiK6MBjSo,,,
36,837,lifegame,,False,837,,False,True,2024-02-03 16:13:08.901338+00:00,insturctor,first_name,last_name,nick_name,,,g4YRfU0WgpERBupHD8o2T4Lm6v2MsKfr,,,
37,838,lifegame,,False,838,,False,True,2024-02-03 16:13:09.432320+00:00,insturctor,first_name,last_name,nick_name,,,lCeTo8gdypOMyUjBXU9g3krv7GpyEm4J,,,
38,839,lifegame,,False,839,,False,True,2024-02-03 16:13:09.966679+00:00,insturctor,first_name,last_name,nick_name,,,8PXRLyfg4I1KiVgHvYyoL82BoJErfaNm,,,
39,840,lifegame,,False,840,,False,True,2024-02-03 16:13:10.493555+00:00,insturctor,first_name,last_name,nick_name,,,tZSAC9sgrkTYWWUKkrUrNC4yjfDyXo6q,,,
40,841,lifegame,,False,841,,False,True,2024-02-03 16:13:11.028379+00:00,insturctor,first_name,last_name,nick_name,,,KUrb2PJefGPYsT6NiHj9rwJktB8Hn4Ib,,,
41,842,lifegame,,False,842,,False,True,2024-02-03 16:13:11.561656+00:00,insturctor,first_name,last_name,nick_name,,,Ffkkxi1OYxDFISiKGhRAurnu590eZBMR,,,
42,843,lifegame,,False,843,,False,True,2024-02-03 16:13:12.092612+00:00,insturctor,first_name,last_name,nick_name,,,Fs1zihHPO6ZuhDwRNy0FEMIa74X5Dg5g,,,
43,844,lifegame,,False,844,,False,True,2024-02-03 16:13:12.621034+00:00,insturctor,first_name,last_name,nick_name,,,btJXqE97GD4rT2dDhUWlLh6tKKhOLHpq,,,
44,845,lifegame,,False,845,,False,True,2024-02-03 16:13:13.149958+00:00,insturctor,first_name,last_name,nick_name,,,cpSyiHZE9HimcNq5NCnglvQnpc6Wyqop,,,
45,846,lifegame,,False,846,,False,True,2024-02-03 16:13:13.684209+00:00,insturctor,first_name,last_name,nick_name,,,15IzbIVmer0SQaIeCjD5vxiH68F0zuVd,,,
46,847,lifegame,,False,847,,False,True,2024-02-03 16:13:14.217405+00:00,insturctor,first_name,last_name,nick_name,,,t3KbeBtYXLIaxBo1oErx42GTKR99qJWq,,,
47,848,lifegame,,False,848,,False,True,2024-02-03 16:13:14.747114+00:00,insturctor,first_name,last_name,nick_name,,,7F1zG2RiEL0ZtqJ4tQLsZj5NUqTNekJe,,,
48,849,lifegame,,False,849,,False,True,2024-02-03 16:13:15.280842+00:00,insturctor,first_name,last_name,nick_name,,,bVKIPvnlbHXLwH3OwcVdC3rAHWRtB4Xe,,,
49,850,lifegame,,False,850,,False,True,2024-02-03 16:13:15.812044+00:00,insturctor,first_name,last_name,nick_name,,,hNsQ6JiforgNGXiJopHOCIE56n9iaYtA,,,
50,851,lifegame,,False,851,,False,True,2024-02-03 16:13:16.343622+00:00,insturctor,first_name,last_name,nick_name,,,hWSuVsZyIySEAZpE6hPcx1yzA6AyGTs6,,,
51,852,lifegame,,False,852,,False,True,2024-02-03 16:13:16.869515+00:00,insturctor,first_name,last_name,nick_name,,,aypSvljyryQ2i6pQdmiPIr5AG0NinYVm,,,
52,853,lifegame,,False,853,,False,True,2024-02-03 16:13:17.399806+00:00,insturctor,first_name,last_name,nick_name,,,QpNnkcwYkX57xacyEFWAgMKRvEhX9MiE,,,
53,854,lifegame,,False,854,,False,True,2024-02-03 16:13:17.928891+00:00,insturctor,first_name,last_name,nick_name,,,3p6bWSYJ6pCpk07HaOfkfODhXhT44I9X,,,
54,855,lifegame,,False,855,,False,True,2024-02-03 16:13:18.463631+00:00,insturctor,first_name,last_name,nick_name,,,EUPTyc2X7ZgQSYLs4ItlHETMF9w2AzG9,,,
55,856,lifegame,,False,856,,False,True,2024-02-03 16:13:18.994629+00:00,insturctor,first_name,last_name,nick_name,,,k01hnh9XbFa8iGMrnbUrKW4QUCF2JRwk,,,
56,857,lifegame,,False,857,,False,True,2024-02-03 16:13:19.521814+00:00,insturctor,first_name,last_name,nick_name,,,CKQ7pfynBReCu1a4jAVIxtRw7ywyU7SN,,,
57,858,lifegame,,False,858,,False,True,2024-02-03 16:13:20.055991+00:00,insturctor,first_name,last_name,nick_name,,,pHyFFNo1oeedcRel6X9095uxgzGvuc3I,,,
58,859,lifegame,,False,859,,False,True,2024-02-03 16:13:20.587676+00:00,insturctor,first_name,last_name,nick_name,,,Kleo1Ta7dpdGwzTjH89RqEUyJZLq9rJv,,,
59,860,lifegame,,False,860,,False,True,2024-02-03 16:13:21.119259+00:00,insturctor,first_name,last_name,nick_name,,,Qpijp0TwMwwuv1rtoLoKbo8BGtxhEKTN,,,
60,861,lifegame,,False,861,,False,True,2024-02-03 16:13:21.648605+00:00,insturctor,first_name,last_name,nick_name,,,hI0ULzsVuELyb2zBPHzs0TYED9lKJC4r,,,
61,862,lifegame,,False,862,,False,True,2024-02-03 16:13:22.211575+00:00,insturctor,first_name,last_name,nick_name,,,3K8fkTmsM5bjQ71wzWdjI7f0zvITBPMq,,,
62,863,lifegame,,False,863,,False,True,2024-02-03 16:13:22.739547+00:00,insturctor,first_name,last_name,nick_name,,,YEzk5aWlnO7WFtJcMn7RkDDYvFWkzeWH,,,
63,864,lifegame,,False,864,,False,True,2024-02-03 16:13:23.267729+00:00,insturctor,first_name,last_name,nick_name,,,ZJBV44ntNLGyLKodR1WA84S4LTPKK93H,,,
64,865,lifegame,,False,865,,False,True,2024-02-03 16:13:23.797217+00:00,insturctor,first_name,last_name,nick_name,,,679dmvweUhGN6UfAEtjXdZwvY7Y13tCb,,,
65,866,lifegame,,False,866,,False,True,2024-02-03 16:13:24.329246+00:00,insturctor,first_name,last_name,nick_name,,,neI1bshvRyka4HypaihFB6x8ATc9oSOM,,,
66,867,lifegame,,False,867,,False,True,2024-02-03 16:13:24.871269+00:00,insturctor,first_name,last_name,nick_name,,,l1lqA62WlVEEKOip41kSF3WTHAd51jJP,,,
67,868,lifegame,,False,868,,False,True,2024-02-03 16:13:25.401894+00:00,insturctor,first_name,last_name,nick_name,,,MdPZFZy9OIYtAuvzlv22OQYqXogpQrzY,,,
68,869,lifegame,,False,869,,False,True,2024-02-03 16:13:25.939225+00:00,insturctor,first_name,last_name,nick_name,,,PECAPuwouvJ6OD9Tw27MGZLnATepPq2b,,,
69,870,lifegame,,False,870,,False,True,2024-02-03 16:13:26.467884+00:00,insturctor,first_name,last_name,nick_name,,,eG2GPxpzyeEzyYSNaJAroxuYbMWUNqcf,,,
70,871,lifegame,,False,871,,False,True,2024-02-03 16:13:27.000662+00:00,insturctor,first_name,last_name,nick_name,,,DqWLw4vPf2QSafygMTcOoZ73N6asM600,,,
71,872,lifegame,,False,872,,False,True,2024-02-03 16:13:27.531093+00:00,insturctor,first_name,last_name,nick_name,,,o2W4RIC9Rgd3PfktgJsx4MK3klhgxJwf,,,
72,873,lifegame,,False,873,,False,True,2024-02-03 16:13:28.063997+00:00,insturctor,first_name,last_name,nick_name,,,VhsD641C7Yve6TqNlkKUj9PQKBjV9XmZ,,,
73,874,lifegame,,False,874,,False,True,2024-02-03 16:13:28.593252+00:00,insturctor,first_name,last_name,nick_name,,,21ldzmanNnzLbvZdVzyO4BHR8AUwr6hj,,,
74,875,lifegame,,False,875,,False,True,2024-02-03 16:13:29.125512+00:00,insturctor,first_name,last_name,nick_name,,,eIOREZy4GQaD7j4X8hKzVtBFYK6pBMlg,,,
75,876,lifegame,,False,876,,False,True,2024-02-03 16:13:29.661485+00:00,insturctor,first_name,last_name,nick_name,,,7asbTGwfAC8hA9Sb5fBqHtHth4ovd0Wa,,,
76,877,lifegame,,False,877,,False,True,2024-02-03 16:13:30.196187+00:00,insturctor,first_name,last_name,nick_name,,,umJlbsyHJrlBh5u3YWmT4HruveRHiK3U,,,
77,878,lifegame,,False,878,,False,True,2024-02-03 16:13:30.728898+00:00,insturctor,first_name,last_name,nick_name,,,F2JfPMrH2xiv040xWv4MOMXgkYqar7Fq,,,
78,879,lifegame,,False,879,,False,True,2024-02-03 16:13:31.270287+00:00,insturctor,first_name,last_name,nick_name,,,BvqPmxoEUETw7UsRqrxttvAG6M95aBtl,,,
79,880,lifegame,,False,880,,False,True,2024-02-03 16:13:31.798137+00:00,insturctor,first_name,last_name,nick_name,,,nRNjRbYH7kB9BtKy2VEfbmB1VMqN4yJV,,,
